product_id,product_brand,product_name,Refined_Brand,Product_Type,Meta_Category
396,Big Time,Big Time Frozen Pancakes,Big Time,Pancakes,Produce
397,Big Time,Big Time Low Fat French Fries,Big Time,Fries,Snacks/Frozen
398,Big Time,Big Time Frozen Sausage Pizza,Big Time,Pizza,Produce
399,Big Time,Big Time Blueberry Waffles,Big Time,Waffles,Snacks/Frozen
400,Big Time,Big Time Fajita French Fries,Big Time,Fries,Snacks/Frozen
401,Big Time,Big Time Waffles,Big Time,Waffles,Snacks/Frozen
402,Big Time,Big Time Frozen Pepperoni Pizza,Big Time,Pizza,Produce
403,Big Time,Big Time Frozen Cheese Pizza,Big Time,Pizza,Produce
404,Big Time,Big Time Frozen Mushroom Pizza,Big Time,Pizza,Produce
405,Big Time,Big Time Apple Cinnamon Waffles,Big Time,Waffles,Produce
406,Big Time,Big Time Frozen Carrots,Big Time,Carrots,Produce
407,Big Time,Big Time Turkey TV Dinner,Big Time,Dinner,Meat/Seafood
408,Big Time,Big Time Chicken TV Dinner,Big Time,Dinner,Meat/Seafood
409,Big Time,Big Time Beef TV Dinner,Big Time,Dinner,Meat/Seafood
410,Big Time,Big Time Pancake Mix,Big Time,Mix,Bakery/Pasta
411,Big Time,Big Time Grape Popsicles,Big Time,Popsicles,Snacks/Frozen
412,Big Time,Big Time Home Style French Fries,Big Time,Fries,Snacks/Frozen
413,Big Time,Big Time Lime Popsicles,Big Time,Popsicles,Snacks/Frozen
414,Big Time,Big Time Ice Cream,Big Time,Cream,Dairy
415,Big Time,Big Time Ice Cream Sandwich,Big Time,Sandwich,Dairy
416,Big Time,Big Time Frozen Cauliflower,Big Time,Cauliflower,Produce
417,Big Time,Big Time Frozen Broccoli,Big Time,Broccoli,Produce
418,Big Time,Big Time Frozen Corn,Big Time,Corn,Produce
419,Big Time,Big Time Frozen Peas,Big Time,Peas,Produce
420,Big Time,Big Time Popsicles,Big Time,Popsicles,Snacks/Frozen
421,Big Time,Big Time Frozen Chicken Thighs,Big Time,Thighs,Produce
422,Big Time,Big Time Frozen Chicken Wings,Big Time,Wings,Produce
423,Big Time,Big Time Lemon Popsicles,Big Time,Popsicles,Snacks/Frozen
424,Steady,Steady Silky Smooth Hair Conditioner,Steady,Conditioner,Beverage
425,Steady,Steady Tartar Control Toothpaste,Steady,Toothpaste,Beverage
426,Steady,Steady Whitening Toothpast,Steady,Toothpast,Beverage
427,Steady,Steady Toothpaste,Steady,Toothpaste,Beverage
428,Steady,Steady Deodorant,Steady,Deodorant,Beverage
429,Steady,Steady Conditioning Shampoo,Steady,Shampoo,Beverage
430,Steady,Steady Extra Moisture Shampoo,Steady,Shampoo,Beverage
431,Steady,Steady Angled Toothbrush,Steady,Toothbrush,Beverage
432,Steady,Steady Apricot Shampoo,Steady,Shampoo,Beverage
433,Steady,Steady Childrens Aspirin,Steady,Aspirin,Beverage
434,Steady,Steady Buffered Aspirin,Steady,Aspirin,Beverage
435,Steady,Steady 200 MG Ibuprofen,Steady,Ibuprofen,Beverage
436,Steady,Steady 200 MG Acetominifen,Steady,Acetominifen,Beverage
437,Steady,Steady HCL Nasal Spray,Steady,Spray,Beverage
438,Steady,Steady Dishwasher Detergent,Steady,Detergent,Beverage
439,Steady,Steady Multi-Symptom Cold Remedy,Steady,Remedy,Beverage
440,Steady,Steady Childrens Cold Remedy,Steady,Remedy,Beverage
441,Steady,Steady Laundry Detergent,Steady,Detergent,Beverage
442,Steady,Steady Mint Mouthwash,Steady,Mouthwash,Beverage
443,Red Wing,Red Wing 60 Watt Lightbulb,Red Wing,Lightbulb,Household
444,Red Wing,Red Wing Plastic Forks,Red Wing,Forks,Household
445,Red Wing,Red Wing Plastic Spoons,Red Wing,Spoons,Household
446,Red Wing,Red Wing Plastic Knives,Red Wing,Knives,Household
447,Red Wing,Red Wing C-Size Batteries,Red Wing,Batteries,Miscellaneous
448,Red Wing,Red Wing 100 Watt Lightbulb,Red Wing,Lightbulb,Household
449,Red Wing,Red Wing AAA-Size Batteries,Red Wing,Batteries,Miscellaneous
450,Red Wing,Red Wing Paper Plates,Red Wing,Plates,Household
451,Red Wing,Red Wing Paper Cups,Red Wing,Cups,Household
452,Red Wing,Red Wing 75 Watt Lightbulb,Red Wing,Lightbulb,Household
453,Red Wing,Red Wing Toilet Bowl Cleaner,Red Wing,Cleaner,Household
454,Red Wing,Red Wing Counter Cleaner,Red Wing,Cleaner,Household
455,Red Wing,Red Wing Glass Cleaner,Red Wing,Cleaner,Household
456,Red Wing,Red Wing 25 Watt Lightbulb,Red Wing,Lightbulb,Household
457,Red Wing,Red Wing AA-Size Batteries,Red Wing,Batteries,Miscellaneous
458,Red Wing,Red Wing D-Size Batteries,Red Wing,Batteries,Miscellaneous
459,Red Wing,Red Wing Paper Towels,Red Wing,Towels,Household
460,Red Wing,Red Wing Soft Napkins,Red Wing,Napkins,Household
461,Red Wing,Red Wing Scented Tissue,Red Wing,Tissue,Household
462,Red Wing,Red Wing Toilet Paper,Red Wing,Paper,Household
463,Red Wing,Red Wing Tissues,Red Wing,Tissues,Household
464,Red Wing,Red Wing Scented Toilet Tissue,Red Wing,Tissue,Household
465,Red Wing,Red Wing Room Freshener,Red Wing,Freshener,Produce
466,Red Wing,Red Wing Frying Pan,Red Wing,Pan,Miscellaneous
467,Red Wing,Red Wing Copper Cleaner,Red Wing,Cleaner,Household
468,Red Wing,Red Wing Bees Wax Candles,Red Wing,Candles,Miscellaneous
469,Red Wing,Red Wing Silver Cleaner,Red Wing,Cleaner,Household
470,Red Wing,Red Wing Copper Pot Scrubber,Red Wing,Scrubber,Miscellaneous
471,Red Wing,Red Wing Economy Toilet Brush,Red Wing,Brush,Pantry
472,Red Wing,Red Wing Scissors,Red Wing,Scissors,Miscellaneous
473,Red Wing,Red Wing Large Sponge,Red Wing,Sponge,Miscellaneous
474,Red Wing,Red Wing Screw Driver,Red Wing,Driver,Miscellaneous
475,Quick,Quick Extra Lean Hamburger,Market Meat/Seafood,Hamburger,Meat/Seafood
476,Quick,Quick Seasoned Hamburger,Market Meat/Seafood,Hamburger,Meat/Seafood
477,Dollar,Dollar Monthly Sports Magazine,Market Media,Magazine,Media
478,Dollar,Dollar Monthly Auto Magazine,Market Media,Magazine,Media
479,Dollar,Dollar Monthly Computer Magazine,Market Media,Magazine,Media
480,Dollar,Dollar Monthly Home Magazine,Market Media,Magazine,Media
481,Dollar,Dollar Monthly Fashion Magazine,Market Media,Magazine,Media
482,Tell Tale,Tell Tale Summer Squash,Tell Tale,Squash,Miscellaneous
483,Tell Tale,Tell Tale Corn on the Cob,Tell Tale,Cob,Produce
484,Tell Tale,Tell Tale Asparagus,Tell Tale,Asparagus,Produce
485,Tell Tale,Tell Tale Sweet Peas,Tell Tale,Peas,Produce
486,Tell Tale,Tell Tale New Potatos,Tell Tale,Potatos,Produce
487,Tell Tale,Tell Tale Beets,Tell Tale,Beets,Produce
488,Tell Tale,Tell Tale Prepared Salad,Tell Tale,Salad,Miscellaneous
489,Tell Tale,Tell Tale Onions,Tell Tale,Onions,Produce
490,Tell Tale,Tell Tale Green Pepper,Tell Tale,Pepper,Pantry
491,Tell Tale,Tell Tale Shitake Mushrooms,Tell Tale,Mushrooms,Produce
492,Tell Tale,Tell Tale Lettuce,Tell Tale,Lettuce,Produce
493,Tell Tale,Tell Tale Elephant Garlic,Tell Tale,Garlic,Produce
494,Tell Tale,Tell Tale Red Pepper,Tell Tale,Pepper,Pantry
495,Tell Tale,Tell Tale Garlic,Tell Tale,Garlic,Produce
496,Tell Tale,Tell Tale Potatos,Tell Tale,Potatos,Produce
497,Tell Tale,Tell Tale Cauliflower,Tell Tale,Cauliflower,Produce
498,Tell Tale,Tell Tale Tomatos,Tell Tale,Tomatos,Produce
499,Tell Tale,Tell Tale Mushrooms,Tell Tale,Mushrooms,Produce
500,Tell Tale,Tell Tale Baby Onion,Tell Tale,Onion,Produce
501,Tell Tale,Tell Tale Dried Mushrooms,Tell Tale,Mushrooms,Produce
502,Tell Tale,Tell Tale Fresh Lima Beans,Tell Tale,Beans,Produce
503,Tell Tale,Tell Tale Squash,Tell Tale,Squash,Miscellaneous
504,Tell Tale,Tell Tale Limes,Tell Tale,Limes,Miscellaneous
505,Tell Tale,Tell Tale Firm Tofu,Tell Tale,Tofu,Miscellaneous
506,Tell Tale,Tell Tale Almonds,Tell Tale,Almonds,Miscellaneous
507,Tell Tale,Tell Tale Macintosh Apples,Tell Tale,Apples,Produce
508,Tell Tale,Tell Tale Golden Delcious Apples,Tell Tale,Apples,Produce
509,Tell Tale,Tell Tale Red Delcious Apples,Tell Tale,Apples,Produce
510,Tell Tale,Tell Tale Lemons,Tell Tale,Lemons,Miscellaneous
511,Tell Tale,Tell Tale Fancy Plums,Tell Tale,Plums,Miscellaneous
512,Tell Tale,Tell Tale Plums,Tell Tale,Plums,Miscellaneous
513,Tell Tale,Tell Tale Peaches,Tell Tale,Peaches,Produce
514,Tell Tale,Tell Tale Broccoli,Tell Tale,Broccoli,Produce
515,Tell Tale,Tell Tale Mandarin Oranges,Tell Tale,Oranges,Miscellaneous
516,Tell Tale,Tell Tale Mixed Nuts,Tell Tale,Nuts,Produce
517,Tell Tale,Tell Tale Canned Peanuts,Tell Tale,Peanuts,Produce
518,Tell Tale,Tell Tale Sweet Onion,Tell Tale,Onion,Produce
519,Tell Tale,Tell Tale Cantelope,Tell Tale,Cantelope,Miscellaneous
520,Tell Tale,Tell Tale Honey Dew,Tell Tale,Dew,Pantry
521,Tell Tale,Tell Tale Fuji Apples,Tell Tale,Apples,Produce
522,Tell Tale,Tell Tale Walnuts,Tell Tale,Walnuts,Produce
523,Tell Tale,Tell Tale Oranges,Tell Tale,Oranges,Miscellaneous
524,Tell Tale,Tell Tale Tangerines,Tell Tale,Tangerines,Miscellaneous
525,Tell Tale,Tell Tale Party Nuts,Tell Tale,Nuts,Produce
526,Kiwi,Kiwi Lox,Market Meat/Seafood,Lox,Meat/Seafood
527,Kiwi,Kiwi Scallops,Market Meat/Seafood,Scallops,Meat/Seafood
528,Fast,Fast Low Fat Cookies,Fast,Cookies,Snacks/Frozen
529,Fast,Fast BBQ Potato Chips,Fast,Chips,Produce
530,Fast,Fast Corn Chips,Fast,Chips,Produce
531,Fast,Fast Low Fat BBQ Chips,Fast,Chips,Snacks/Frozen
532,Fast,Fast Sugar Cookies,Fast,Cookies,Snacks/Frozen
533,Fast,Fast Chocolate Chip Cookies,Fast,Cookies,Beverage
534,Fast,Fast Fudge Cookies,Fast,Cookies,Snacks/Frozen
535,Fast,Fast Fudge Brownies,Fast,Brownies,Miscellaneous
536,Fast,Fast Potato Chips,Fast,Chips,Produce
537,Fast,Fast Lemon Cookies,Fast,Cookies,Snacks/Frozen
538,Fast,Fast Graham Crackers,Fast,Crackers,Snacks/Frozen
539,Fast,Fast Cheese Crackers,Fast,Crackers,Dairy
540,Fast,Fast Buttered Popcorn,Fast,Popcorn,Produce
541,Fast,Fast No Salt Popcorn,Fast,Popcorn,Produce
542,Fast,Fast Low Fat Popcorn,Fast,Popcorn,Produce
543,Fast,Fast Salsa Dip,Fast,Dip,Miscellaneous
544,Fast,Fast Avocado Dip,Fast,Dip,Miscellaneous
545,Fast,Fast Salted Pretzels,Fast,Pretzels,Snacks/Frozen
546,Fast,Fast Cheese Dip,Fast,Dip,Dairy
547,Fast,Fast Fondue Mix,Fast,Mix,Miscellaneous
548,Fast,Fast Mini Donuts,Fast,Donuts,Produce
549,Fast,Fast Beef Jerky,Fast,Jerky,Meat/Seafood
550,Fast,Fast Chocolate Donuts,Fast,Donuts,Beverage
551,Fast,Fast Low Fat Chips,Fast,Chips,Snacks/Frozen
552,Fast,Fast Sesame Crackers,Fast,Crackers,Snacks/Frozen
553,Fast,Fast Frosted Cookies,Fast,Cookies,Snacks/Frozen
554,Fast,Fast Dried Apples,Fast,Apples,Produce
555,Fast,Fast Apple Fruit Roll,Fast,Roll,Produce
556,Fast,Fast Strawberry Fruit Roll,Fast,Roll,Produce
557,Fast,Fast Raspberry Fruit Roll,Fast,Roll,Produce
558,Fast,Fast Grape Fruit Roll,Fast,Roll,Produce
559,Fast,Fast Dried Dates,Fast,Dates,Produce
560,Fast,Fast Raisins,Fast,Raisins,Miscellaneous
561,Fast,Fast Golden Raisins,Fast,Raisins,Miscellaneous
562,Fast,Fast Dried Apricots,Fast,Apricots,Produce
563,Fast,Fast Frosted Donuts,Fast,Donuts,Produce
564,Atomic,Atomic Tasty Candy Bar,Market Snacks/Frozen,Bar,Snacks/Frozen
565,Atomic,Atomic Mint Chocolate Bar,Market Beverage,Bar,Beverage
566,Atomic,Atomic Malted Milk Balls,Market Beverage,Balls,Beverage
567,Atomic,Atomic Semi-Sweet Chocolate Bar,Market Beverage,Bar,Beverage
568,Atomic,Atomic Bubble Gum,Market Snacks/Frozen,Gum,Snacks/Frozen
569,Atomic,Atomic Spicy Mints,Market Miscellaneous,Mints,Miscellaneous
570,Atomic,Atomic Mints,Market Miscellaneous,Mints,Miscellaneous
571,Atomic,Atomic White Chocolate Bar,Market Beverage,Bar,Beverage
572,Shady Lake,Shady Lake Ravioli,Market Miscellaneous,Ravioli,Miscellaneous
573,Shady Lake,Shady Lake Manicotti,Market Miscellaneous,Manicotti,Miscellaneous
574,Shady Lake,Shady Lake Spaghetti,Market Bakery/Pasta,Spaghetti,Bakery/Pasta
575,Shady Lake,Shady Lake Thai Rice,Market Pantry,Rice,Pantry
576,Shady Lake,Shady Lake Rice Medly,Market Pantry,Medly,Pantry
577,Walrus,Walrus Imported Beer,Market Beverage,Beer,Beverage
578,Walrus,Walrus Light Wine,Market Beverage,Wine,Beverage
579,Walrus,Walrus Chardonnay Wine,Market Beverage,Wine,Beverage
580,Walrus,Walrus Chablis Wine,Market Beverage,Wine,Beverage
581,Walrus,Walrus Merlot Wine,Market Beverage,Wine,Beverage
582,Walrus,Walrus Chardonnay,Market Miscellaneous,Chardonnay,Miscellaneous
583,Walrus,Walrus White Zinfandel Wine,Market Beverage,Wine,Beverage
584,Walrus,Walrus Light Beer,Market Beverage,Beer,Beverage
585,Colony,Colony Pumpernickel Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
586,Colony,Colony White Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
587,Colony,Colony Rye Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
588,Colony,Colony English Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
589,Colony,Colony Cranberry Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
590,Colony,Colony Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
591,Colony,Colony Bagels,Market Bakery/Pasta,Bagels,Bakery/Pasta
592,Colony,Colony Blueberry Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
593,Colony,Colony Wheat Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
594,Landslide,Landslide Sesame Oil,Landslide,Oil,Pantry
595,Landslide,Landslide Chunky Peanut Butter,Landslide,Butter,Produce
596,Landslide,Landslide Hot Chocolate,Landslide,Chocolate,Beverage
597,Landslide,Landslide Brown Sugar,Landslide,Sugar,Pantry
598,Landslide,Landslide White Sugar,Landslide,Sugar,Pantry
599,Landslide,Landslide French Roast Coffee,Landslide,Coffee,Beverage
600,Landslide,Landslide Decaf Coffee,Landslide,Coffee,Beverage
601,Landslide,Landslide Regular Coffee,Landslide,Coffee,Beverage
602,Landslide,Landslide Vegetable Oil,Landslide,Oil,Produce
603,Landslide,Landslide Corn Oil,Landslide,Oil,Produce
604,Landslide,Landslide Tomato Sauce,Landslide,Sauce,Produce
605,Landslide,Landslide Canola Oil,Landslide,Oil,Pantry
606,Landslide,Landslide Grape Preserves,Landslide,Preserves,Miscellaneous
607,Landslide,Landslide Columbian Coffee,Landslide,Coffee,Beverage
608,Landslide,Landslide Strawberry Jelly,Landslide,Jelly,Pantry
609,Landslide,Landslide Pepper,Landslide,Pepper,Pantry
610,Landslide,Landslide Low Fat Apple Butter,Landslide,Butter,Produce
611,Landslide,Landslide Salt,Landslide,Salt,Pantry
612,Landslide,Landslide Apple Butter,Landslide,Butter,Produce
613,Landslide,Landslide Oregano,Landslide,Oregano,Miscellaneous
614,Landslide,Landslide Apple Jelly,Landslide,Jelly,Produce
615,Landslide,Landslide Grape Jam,Landslide,Jam,Pantry
616,Landslide,Landslide Apple Jam,Landslide,Jam,Produce
617,Landslide,Landslide Strawberry Jam,Landslide,Jam,Pantry
618,Landslide,Landslide Creamy Peanut Butter,Landslide,Butter,Produce
619,Landslide,Landslide Strawberry Preserves,Landslide,Preserves,Miscellaneous
620,Landslide,Landslide Extra Chunky Peanut Butter,Landslide,Butter,Produce
621,Landslide,Landslide Apple Preserves,Landslide,Preserves,Produce
622,Landslide,Landslide Grape Jelly,Landslide,Jelly,Pantry
623,Token,Token Berry Juice,Market Beverage,Juice,Beverage
624,Token,Token Mango Drink,Market Beverage,Drink,Beverage
625,Token,Token Strawberry Drink,Market Beverage,Drink,Beverage
626,Token,Token Cream Soda,Market Beverage,Soda,Beverage
627,Token,Token Diet Soda,Market Beverage,Soda,Beverage
628,Token,Token Cola,Market Beverage,Cola,Beverage
629,Token,Token Diet Cola,Market Beverage,Cola,Beverage
630,Token,Token Orange Juice,Market Beverage,Juice,Beverage
631,Token,Token Cranberry Juice,Market Beverage,Juice,Beverage
632,Token,Token Apple Juice,Market Beverage,Juice,Beverage
633,Token,Token Apple Drink,Market Beverage,Drink,Beverage
634,Radius,Radius Oatmeal,Market Snacks/Frozen,Oatmeal,Snacks/Frozen
635,Radius,Radius Corn Puffs,Market Produce,Puffs,Produce
636,Radius,Radius Wheat Puffs,Market Snacks/Frozen,Puffs,Snacks/Frozen
637,Radius,Radius Grits,Market Snacks/Frozen,Grits,Snacks/Frozen
638,Bravo,Bravo Canned Beets,Bravo,Beets,Produce
639,Bravo,Bravo Creamed Corn,Bravo,Corn,Produce
640,Bravo,Bravo Canned String Beans,Bravo,Beans,Produce
641,Bravo,Bravo Chicken Soup,Bravo,Soup,Meat/Seafood
642,Bravo,Bravo Canned Yams,Bravo,Yams,Produce
643,Bravo,Bravo Vegetable Soup,Bravo,Soup,Produce
644,Bravo,Bravo Canned Tomatos,Bravo,Tomatos,Produce
645,Bravo,Bravo Noodle Soup,Bravo,Soup,Bakery/Pasta
646,Bravo,Bravo Regular Ramen Soup,Bravo,Soup,Bakery/Pasta
647,Bravo,Bravo Chicken Noodle Soup,Bravo,Soup,Bakery/Pasta
648,Bravo,Bravo Turkey Noodle Soup,Bravo,Soup,Bakery/Pasta
649,Bravo,Bravo Beef Soup,Bravo,Soup,Meat/Seafood
650,Bravo,Bravo Canned Peas,Bravo,Peas,Produce
651,Bravo,Bravo Chicken Ramen Soup,Bravo,Soup,Bakery/Pasta
652,Bravo,Bravo Canned Tuna in Water,Bravo,Water,Beverage
653,Bravo,Bravo Canned Tuna in Oil,Bravo,Oil,Produce
654,Bravo,Bravo Large Canned Shrimp,Bravo,Shrimp,Produce
655,Bravo,Bravo Fancy Canned Anchovies,Bravo,Anchovies,Produce
656,Bravo,Bravo Fancy Canned Clams,Bravo,Clams,Produce
657,Bravo,Bravo Fancy Canned Oysters,Bravo,Oysters,Produce
658,Bravo,Bravo Fancy Canned Sardines,Bravo,Sardines,Produce
659,Bravo,Bravo Rice Soup,Bravo,Soup,Pantry
660,Applause,Applause Canned Mixed Fruit,Market Produce,Fruit,Produce
661,Applause,Applause Canned Peaches,Market Produce,Peaches,Produce
662,Prelude,Prelude Rosy Sunglasses,Market Household,Sunglasses,Household
663,Akron,Akron Eyeglass Screwdriver,Market Household,Screwdriver,Household
664,Akron,Akron City Map,Market Household,Map,Household
665,Gorilla,Gorilla Low Fat Cottage Cheese,Gorilla,Cheese,Dairy
666,Gorilla,Gorilla Low Fat Sour Cream,Gorilla,Cream,Dairy
667,Gorilla,Gorilla Sour Cream,Gorilla,Cream,Dairy
668,Gorilla,Gorilla Jack Cheese,Gorilla,Cheese,Dairy
669,Gorilla,Gorilla Muenster Cheese,Gorilla,Cheese,Dairy
670,Gorilla,Gorilla String Cheese,Gorilla,Cheese,Dairy
671,Gorilla,Gorilla Low Fat String Cheese,Gorilla,Cheese,Dairy
672,Gorilla,Gorilla Havarti Cheese,Gorilla,Cheese,Dairy
673,Gorilla,Gorilla Head Cheese,Gorilla,Cheese,Dairy
674,Gorilla,Gorilla Cheese Spread,Gorilla,Spread,Dairy
675,Gorilla,Gorilla Sharp Cheddar Cheese,Gorilla,Cheese,Dairy
676,Gorilla,Gorilla Mild Cheddar Cheese,Gorilla,Cheese,Dairy
677,Gorilla,Gorilla Large Curd Cottage Cheese,Gorilla,Cheese,Dairy
678,Gorilla,Gorilla 2% Milk,Gorilla,Milk,Beverage
679,Gorilla,Gorilla Buttermilk,Gorilla,Buttermilk,Beverage
680,Gorilla,Gorilla Chocolate Milk,Gorilla,Milk,Beverage
681,Gorilla,Gorilla 1% Milk,Gorilla,Milk,Beverage
682,Gorilla,Gorilla Whole Milk,Gorilla,Milk,Beverage
683,Gorilla,Gorilla Strawberry Yogurt,Gorilla,Yogurt,Dairy
684,Gorilla,Gorilla Blueberry Yogurt,Gorilla,Yogurt,Dairy
685,Cutting Edge,Cutting Edge Chicken Hot Dogs,Market Snacks/Frozen,Dogs,Snacks/Frozen
686,Cutting Edge,Cutting Edge Pimento Loaf,Market Produce,Loaf,Produce
687,Cutting Edge,Cutting Edge Beef Bologna,Market Meat/Seafood,Bologna,Meat/Seafood
688,Cutting Edge,Cutting Edge Low Fat Bologna,Market Meat/Seafood,Bologna,Meat/Seafood
689,Cutting Edge,Cutting Edge Turkey Hot Dogs,Market Snacks/Frozen,Dogs,Snacks/Frozen
690,Cutting Edge,Cutting Edge Foot-Long Hot Dogs,Market Snacks/Frozen,Dogs,Snacks/Frozen
691,Cutting Edge,Cutting Edge Low Fat Cole Slaw,Market Miscellaneous,Slaw,Miscellaneous
692,Cutting Edge,Cutting Edge Cole Slaw,Market Miscellaneous,Slaw,Miscellaneous
693,Cutting Edge,Cutting Edge Roasted Chicken,Market Meat/Seafood,Chicken,Meat/Seafood
694,Cutting Edge,Cutting Edge Corned Beef,Market Produce,Beef,Produce
695,Cutting Edge,Cutting Edge Sliced Turkey,Market Meat/Seafood,Turkey,Meat/Seafood
696,Cutting Edge,Cutting Edge Sliced Ham,Market Meat/Seafood,Ham,Meat/Seafood
697,Cutting Edge,Cutting Edge Potato Salad,Market Produce,Salad,Produce
698,Cutting Edge,Cutting Edge Sliced Chicken,Market Meat/Seafood,Chicken,Meat/Seafood
699,Jumbo,Jumbo Small Brown Eggs,Market Dairy,Eggs,Dairy
700,Jumbo,Jumbo Large Brown Eggs,Market Dairy,Eggs,Dairy
701,Jumbo,Jumbo Small Eggs,Market Dairy,Eggs,Dairy
702,Jumbo,Jumbo Large Eggs,Market Dairy,Eggs,Dairy
703,Jumbo,Jumbo Egg Substitute,Market Dairy,Substitute,Dairy
704,Imagine,Imagine Low Fat Waffles,Imagine,Waffles,Snacks/Frozen
705,Imagine,Imagine Orange Popsicles,Imagine,Popsicles,Snacks/Frozen
706,Imagine,Imagine Frozen Chicken Breast,Imagine,Breast,Produce
707,Imagine,Imagine Frozen Pancakes,Imagine,Pancakes,Produce
708,Imagine,Imagine Low Fat French Fries,Imagine,Fries,Snacks/Frozen
709,Imagine,Imagine Frozen Sausage Pizza,Imagine,Pizza,Produce
710,Imagine,Imagine Blueberry Waffles,Imagine,Waffles,Snacks/Frozen
711,Imagine,Imagine Fajita French Fries,Imagine,Fries,Snacks/Frozen
712,Imagine,Imagine Waffles,Imagine,Waffles,Snacks/Frozen
713,Imagine,Imagine Frozen Pepperoni Pizza,Imagine,Pizza,Produce
714,Imagine,Imagine Frozen Cheese Pizza,Imagine,Pizza,Produce
715,Imagine,Imagine Frozen Mushroom Pizza,Imagine,Pizza,Produce
716,Imagine,Imagine Apple Cinnamon Waffles,Imagine,Waffles,Produce
717,Imagine,Imagine Frozen Carrots,Imagine,Carrots,Produce
718,Imagine,Imagine Turkey TV Dinner,Imagine,Dinner,Meat/Seafood
719,Imagine,Imagine Chicken TV Dinner,Imagine,Dinner,Meat/Seafood
720,Imagine,Imagine Beef TV Dinner,Imagine,Dinner,Meat/Seafood
721,Imagine,Imagine Pancake Mix,Imagine,Mix,Bakery/Pasta
722,Imagine,Imagine Grape Popsicles,Imagine,Popsicles,Snacks/Frozen
723,Imagine,Imagine Home Style French Fries,Imagine,Fries,Snacks/Frozen
724,Imagine,Imagine Lime Popsicles,Imagine,Popsicles,Snacks/Frozen
725,Imagine,Imagine Ice Cream,Imagine,Cream,Dairy
726,Imagine,Imagine Ice Cream Sandwich,Imagine,Sandwich,Dairy
727,Imagine,Imagine Frozen Cauliflower,Imagine,Cauliflower,Produce
728,Imagine,Imagine Frozen Broccoli,Imagine,Broccoli,Produce
729,Imagine,Imagine Frozen Corn,Imagine,Corn,Produce
730,Imagine,Imagine Frozen Peas,Imagine,Peas,Produce
731,Imagine,Imagine Popsicles,Imagine,Popsicles,Snacks/Frozen
732,Imagine,Imagine Frozen Chicken Thighs,Imagine,Thighs,Produce
733,Imagine,Imagine Frozen Chicken Wings,Imagine,Wings,Produce
734,Imagine,Imagine Lemon Popsicles,Imagine,Popsicles,Snacks/Frozen
735,Consolidated,Consolidated Silky Smooth Hair Conditioner,Consolidated,Conditioner,Personal Care
736,Consolidated,Consolidated Tartar Control Toothpaste,Consolidated,Toothpaste,Personal Care
737,Consolidated,Consolidated Whitening Toothpast,Consolidated,Toothpast,Miscellaneous
738,Consolidated,Consolidated Toothpaste,Consolidated,Toothpaste,Personal Care
739,Consolidated,Consolidated Deodorant,Consolidated,Deodorant,Personal Care
740,Consolidated,Consolidated Conditioning Shampoo,Consolidated,Shampoo,Meat/Seafood
741,Consolidated,Consolidated Extra Moisture Shampoo,Consolidated,Shampoo,Meat/Seafood
742,Consolidated,Consolidated Angled Toothbrush,Consolidated,Toothbrush,Miscellaneous
743,Consolidated,Consolidated Apricot Shampoo,Consolidated,Shampoo,Meat/Seafood
744,Consolidated,Consolidated Childrens Aspirin,Consolidated,Aspirin,Personal Care
745,Consolidated,Consolidated Buffered Aspirin,Consolidated,Aspirin,Personal Care
746,Consolidated,Consolidated 200 MG Ibuprofen,Consolidated,Ibuprofen,Miscellaneous
747,Consolidated,Consolidated 200 MG Acetominifen,Consolidated,Acetominifen,Personal Care
748,Consolidated,Consolidated HCL Nasal Spray,Consolidated,Spray,Miscellaneous
749,Consolidated,Consolidated Dishwasher Detergent,Consolidated,Detergent,Household
750,Consolidated,Consolidated Multi-Symptom Cold Remedy,Consolidated,Remedy,Personal Care
751,Consolidated,Consolidated Childrens Cold Remedy,Consolidated,Remedy,Personal Care
752,Consolidated,Consolidated Laundry Detergent,Consolidated,Detergent,Household
753,Consolidated,Consolidated Mint Mouthwash,Consolidated,Mouthwash,Miscellaneous
754,Cormorant,Cormorant 60 Watt Lightbulb,Cormorant,Lightbulb,Household
755,Cormorant,Cormorant Plastic Forks,Cormorant,Forks,Household
756,Cormorant,Cormorant Plastic Spoons,Cormorant,Spoons,Household
757,Cormorant,Cormorant Plastic Knives,Cormorant,Knives,Household
758,Cormorant,Cormorant C-Size Batteries,Cormorant,Batteries,Miscellaneous
759,Cormorant,Cormorant 100 Watt Lightbulb,Cormorant,Lightbulb,Household
760,Cormorant,Cormorant AAA-Size Batteries,Cormorant,Batteries,Miscellaneous
761,Cormorant,Cormorant Paper Plates,Cormorant,Plates,Household
762,Cormorant,Cormorant Paper Cups,Cormorant,Cups,Household
763,Cormorant,Cormorant 75 Watt Lightbulb,Cormorant,Lightbulb,Household
764,Cormorant,Cormorant Toilet Bowl Cleaner,Cormorant,Cleaner,Household
