OrderID,CustomerID,ProductID,Quantity,OrderDate,ShipDate,PaymentType,SalesRep,Discount,TotalAmount
30000752,100085,200004,2,2025-09-15,2025-09-19,Cash,Rep_Ahmed,0.0,460.0
30000753,100085,200003,4,2025-02-17,2025-02-21,Bank Transfer,Rep_Omar,0.0,720.0
30000754,100078,200007,3,2025-01-04,2025-01-10,Bank Transfer,Rep_Sara,0.05,185.25
30000755,100007,200006,5,2025-09-05,2025-09-09,Bank Transfer,Rep_Omar,0.1,4495.5
30000756,100037,200009,4,2025-07-19,2025-07-23,Bank Transfer,Rep_Ahmed,0.0,640.0
30000757,100010,200005,1,2025-01-17,2025-01-24,Bank Transfer,Rep_Ahmed,0.0,49.0
30000758,100003,200002,5,2024-10-04,2024-10-10,Cash,Rep_Mariam,0.05,5695.25
30000759,100095,200002,5,2025-04-20,2025-04-26,Mobile Wallet,Rep_Sara,0.0,5995.0
30000760,100075,200009,1,2025-08-19,2025-08-22,Bank Transfer,Rep_Sara,0.0,160.0
30000761,100032,200006,4,2025-05-11,2025-05-13,Bank Transfer,Rep_Ahmed,0.0,3996.0
30000762,100088,200002,3,2025-07-14,2025-07-20,Bank Transfer,Rep_Sara,0.05,3417.15
30000763,100046,200004,3,2025-09-05,2025-09-09,Credit Card,Rep_Omar,0.05,655.5
30000764,100049,200005,2,2024-10-23,2024-10-26,Mobile Wallet,Rep_Ahmed,0.0,98.0
30000765,100061,200003,2,2024-10-01,2024-10-07,Credit Card,Rep_Sara,0.05,342.0
30000766,100042,200003,5,2025-03-09,2025-03-12,Cash,Rep_Mariam,0.05,855.0
30000767,100055,200008,3,2024-12-08,2024-12-11,Cash,Rep_Sara,0.0,960.0
30000768,100079,200003,3,2025-03-25,2025-04-01,Cash,Rep_Mariam,0.05,513.0
30000769,100058,200004,3,2025-01-28,2025-01-30,Bank Transfer,Rep_Sara,0.0,690.0
30000770,100045,200009,5,2024-10-09,2024-10-12,Cash,Rep_Omar,0.1,720.0
30000771,100012,200005,4,2025-05-13,2025-05-18,Bank Transfer,Rep_Sara,0.1,176.4
30000772,100005,200001,5,2025-06-28,2025-07-04,Credit Card,Rep_Ahmed,0.1,5845.5
30000773,100098,200006,2,2024-12-17,2024-12-19,Mobile Wallet,Rep_Mariam,0.0,1998.0
30000774,100018,200007,4,2025-06-23,2025-06-29,Credit Card,Rep_Sara,0.1,234.0
30000775,100090,200006,5,2025-06-20,2025-06-25,Mobile Wallet,Rep_Omar,0.1,4495.5
30000776,100095,200003,3,2025-03-12,2025-03-14,Credit Card,Rep_Sara,0.0,540.0
30000777,100012,200008,3,2025-06-12,2025-06-15,Mobile Wallet,Rep_Ahmed,0.1,864.0
30000778,100037,200002,1,2024-10-11,2024-10-17,Credit Card,Rep_Omar,0.1,1079.1
30000779,100036,200005,5,2025-01-24,2025-01-31,Credit Card,Rep_Ahmed,0.05,232.75
30000780,100020,200005,1,2025-02-03,2025-02-09,Credit Card,Rep_Ahmed,0.0,49.0
30000781,100055,200009,5,2024-11-18,2024-11-19,Credit Card,Rep_Mariam,0.1,720.0
30000782,100027,200003,1,2025-06-20,2025-06-27,Credit Card,Rep_Omar,0.1,162.0
30000783,100052,200006,3,2025-06-01,2025-06-06,Cash,Rep_Omar,0.0,2997.0
30000784,100053,200002,4,2024-10-30,2024-11-05,Mobile Wallet,Rep_Sara,0.05,4556.2
30000785,100073,200001,1,2025-06-11,2025-06-13,Mobile Wallet,Rep_Ahmed,0.05,1234.05
30000786,100049,200003,1,2025-05-01,2025-05-05,Bank Transfer,Rep_Omar,0.1,162.0
30000787,100020,200010,4,2025-07-30,2025-08-02,Mobile Wallet,Rep_Ahmed,0.1,432.0
30000788,100050,200009,4,2024-12-04,2024-12-10,Cash,Rep_Omar,0.1,576.0
30000789,100090,200002,4,2025-06-15,2025-06-22,Cash,Rep_Mariam,0.05,4556.2
30000790,100065,200009,4,2024-09-26,2024-09-28,Cash,Rep_Mariam,0.05,608.0
30000791,100033,200008,3,2025-04-21,2025-04-28,Cash,Rep_Ahmed,0.05,912.0
30000792,100059,200003,4,2025-05-18,2025-05-21,Mobile Wallet,Rep_Omar,0.05,684.0
30000793,100099,200006,5,2025-01-04,2025-01-08,Bank Transfer,Rep_Omar,0.05,4745.25
30000794,100047,200008,2,2025-07-05,2025-07-10,Cash,Rep_Ahmed,0.05,608.0
30000795,100045,200005,5,2025-04-17,2025-04-21,Bank Transfer,Rep_Omar,0.1,220.5
30000796,100020,200007,5,2025-04-08,2025-04-12,Cash,Rep_Mariam,0.05,308.75
30000797,100011,200001,2,2025-07-09,2025-07-13,Credit Card,Rep_Mariam,0.0,2598.0
30000798,100089,200009,2,2024-12-17,2024-12-24,Credit Card,Rep_Omar,0.0,320.0
30000799,100021,200004,5,2024-11-12,2024-11-16,Credit Card,Rep_Omar,0.05,1092.5
30000800,100073,200008,2,2025-01-14,2025-01-21,Mobile Wallet,Rep_Ahmed,0.0,640.0
30000801,100095,200003,3,2025-02-22,2025-03-01,Mobile Wallet,Rep_Mariam,0.0,540.0
30000802,100085,200010,1,2025-01-13,2025-01-16,Mobile Wallet,Rep_Sara,0.1,108.0
30000803,100047,200001,5,2025-01-08,2025-01-13,Mobile Wallet,Rep_Sara,0.0,6495.0
30000804,100024,200003,3,2024-10-09,2024-10-16,Cash,Rep_Ahmed,0.05,513.0
30000805,100097,200009,5,2025-07-06,2025-07-07,Bank Transfer,Rep_Ahmed,0.05,760.0
30000806,100088,200004,2,2025-02-06,2025-02-07,Bank Transfer,Rep_Omar,0.1,414.0
30000807,100022,200001,4,2025-05-18,2025-05-20,Credit Card,Rep_Sara,0.05,4936.2
30000808,100063,200001,5,2025-02-22,2025-02-26,Cash,Rep_Omar,0.05,6170.25
30000809,100019,200005,5,2025-04-15,2025-04-19,Mobile Wallet,Rep_Ahmed,0.1,220.5
30000810,100006,200009,4,2025-02-15,2025-02-22,Cash,Rep_Ahmed,0.0,640.0
30000811,100061,200008,3,2024-10-22,2024-10-26,Credit Card,Rep_Mariam,0.0,960.0
30000812,100070,200010,5,2025-03-05,2025-03-06,Cash,Rep_Sara,0.1,540.0
30000813,100053,200001,3,2024-11-12,2024-11-16,Cash,Rep_Sara,0.1,3507.3
30000814,100082,200007,3,2025-01-17,2025-01-22,Mobile Wallet,Rep_Sara,0.05,185.25
30000815,100036,200007,3,2025-04-13,2025-04-20,Bank Transfer,Rep_Mariam,0.0,195.0
30000816,100040,200010,4,2024-09-19,2024-09-23,Credit Card,Rep_Mariam,0.1,432.0
30000817,100075,200001,2,2024-11-02,2024-11-04,Bank Transfer,Rep_Omar,0.0,2598.0
30000818,100034,200001,4,2025-07-20,2025-07-25,Credit Card,Rep_Omar,0.1,4676.4
30000819,100033,200004,5,2024-10-25,2024-10-29,Cash,Rep_Omar,0.1,1035.0
30000820,100031,200006,3,2025-07-28,2025-07-29,Credit Card,Rep_Omar,0.0,2997.0
30000821,100004,200005,2,2025-05-06,2025-05-09,Bank Transfer,Rep_Omar,0.1,88.2
30000822,100058,200002,3,2024-11-17,2024-11-23,Bank Transfer,Rep_Ahmed,0.0,3597.0
30000823,100094,200008,1,2025-02-27,2025-03-05,Bank Transfer,Rep_Sara,0.05,304.0
30000824,100022,200004,5,2024-09-29,2024-10-04,Cash,Rep_Ahmed,0.05,1092.5
30000825,100017,200001,5,2025-06-29,2025-07-05,Mobile Wallet,Rep_Mariam,0.1,5845.5
30000826,100059,200009,2,2025-02-05,2025-02-09,Bank Transfer,Rep_Omar,0.0,320.0
30000827,100096,200002,4,2025-01-11,2025-01-15,Credit Card,Rep_Sara,0.05,4556.2
30000828,100009,200002,2,2025-05-30,2025-06-06,Bank Transfer,Rep_Omar,0.05,2278.1
30000829,100046,200009,3,2024-11-24,2024-11-26,Cash,Rep_Mariam,0.0,480.0
30000830,100092,200008,5,2025-08-15,2025-08-20,Mobile Wallet,Rep_Omar,0.1,1440.0
30000831,100074,200009,4,2024-11-18,2024-11-25,Credit Card,Rep_Omar,0.05,608.0
30000832,100062,200007,4,2025-07-08,2025-07-13,Credit Card,Rep_Ahmed,0.05,247.0
30000833,100024,200007,2,2024-12-30,2025-01-04,Mobile Wallet,Rep_Omar,0.1,117.0
30000834,100074,200005,1,2025-01-23,2025-01-28,Mobile Wallet,Rep_Sara,0.05,46.55
30000835,100071,200007,4,2025-01-21,2025-01-28,Bank Transfer,Rep_Ahmed,0.05,247.0
30000836,100039,200009,2,2025-04-15,2025-04-19,Cash,Rep_Mariam,0.0,320.0
30000837,100002,200001,5,2024-10-09,2024-10-10,Cash,Rep_Sara,0.05,6170.25
30000838,100072,200008,3,2025-05-18,2025-05-22,Bank Transfer,Rep_Ahmed,0.05,912.0
30000839,100051,200001,1,2025-09-06,2025-09-11,Bank Transfer,Rep_Ahmed,0.1,1169.1
30000840,100030,200009,3,2025-02-12,2025-02-16,Credit Card,Rep_Ahmed,0.0,480.0
30000841,100041,200010,2,2025-06-28,2025-07-02,Mobile Wallet,Rep_Omar,0.05,228.0
30000842,100036,200004,4,2024-09-19,2024-09-24,Bank Transfer,Rep_Mariam,0.1,828.0
30000843,100028,200005,2,2025-06-19,2025-06-25,Bank Transfer,Rep_Sara,0.1,88.2
30000844,100013,200002,5,2024-09-28,2024-10-02,Credit Card,Rep_Mariam,0.05,5695.25
30000845,100049,200005,4,2025-02-06,2025-02-07,Bank Transfer,Rep_Sara,0.0,196.0
30000846,100059,200007,3,2025-06-25,2025-07-02,Cash,Rep_Sara,0.1,175.5
30000847,100005,200004,5,2025-06-11,2025-06-12,Cash,Rep_Ahmed,0.05,1092.5
30000848,100022,200002,4,2025-02-01,2025-02-05,Cash,Rep_Omar,0.1,4316.4
30000849,100057,200004,1,2025-08-18,2025-08-23,Cash,Rep_Mariam,0.05,218.5
30000850,100063,200007,4,2025-06-01,2025-06-05,Bank Transfer,Rep_Mariam,0.0,260.0
30000851,100016,200003,2,2025-06-20,2025-06-22,Credit Card,Rep_Omar,0.05,342.0
30000852,100046,200008,3,2025-04-17,2025-04-22,Bank Transfer,Rep_Ahmed,0.1,864.0
30000853,100043,200006,3,2025-06-17,2025-06-23,Bank Transfer,Rep_Sara,0.05,2847.15
30000854,100014,200007,3,2024-11-01,2024-11-05,Cash,Rep_Sara,0.1,175.5
30000855,100037,200006,2,2025-07-24,2025-07-26,Bank Transfer,Rep_Ahmed,0.0,1998.0
30000856,100031,200008,2,2025-06-29,2025-07-03,Mobile Wallet,Rep_Ahmed,0.0,640.0
30000857,100007,200004,4,2025-04-17,2025-04-20,Credit Card,Rep_Omar,0.0,920.0
30000858,100032,200010,5,2025-04-13,2025-04-15,Cash,Rep_Sara,0.05,570.0
30000859,100035,200006,3,2025-05-10,2025-05-17,Credit Card,Rep_Omar,0.0,2997.0
30000860,100085,200003,2,2025-07-07,2025-07-11,Cash,Rep_Sara,0.0,360.0
30000861,100010,200010,2,2025-03-26,2025-03-29,Cash,Rep_Omar,0.1,216.0
30000862,100059,200010,5,2025-07-26,2025-08-02,Bank Transfer,Rep_Omar,0.0,600.0
30000863,100092,200008,1,2024-09-19,2024-09-26,Credit Card,Rep_Omar,0.05,304.0
30000864,100086,200004,5,2024-10-04,2024-10-09,Mobile Wallet,Rep_Sara,0.1,1035.0
30000865,100068,200008,4,2024-11-23,2024-11-30,Cash,Rep_Omar,0.1,1152.0
30000866,100004,200001,1,2024-10-16,2024-10-22,Cash,Rep_Sara,0.0,1299.0
30000867,100028,200005,5,2025-07-11,2025-07-15,Bank Transfer,Rep_Sara,0.0,245.0
30000868,100052,200002,5,2024-12-29,2024-12-30,Mobile Wallet,Rep_Omar,0.05,5695.25
30000869,100081,200001,2,2025-04-21,2025-04-24,Credit Card,Rep_Omar,0.05,2468.1
30000870,100068,200003,3,2025-06-14,2025-06-19,Cash,Rep_Sara,0.1,486.0
30000871,100012,200004,4,2024-12-23,2024-12-25,Mobile Wallet,Rep_Mariam,0.1,828.0
30000872,100022,200002,2,2025-02-05,2025-02-06,Bank Transfer,Rep_Omar,0.05,2278.1
30000873,100076,200010,3,2025-09-02,2025-09-07,Cash,Rep_Sara,0.05,342.0
30000874,100072,200009,4,2025-07-08,2025-07-10,Mobile Wallet,Rep_Sara,0.1,576.0
30000875,100022,200001,4,2024-12-31,2025-01-02,Mobile Wallet,Rep_Ahmed,0.05,4936.2
30000876,100099,200010,3,2025-02-04,2025-02-08,Cash,Rep_Sara,0.1,324.0
30000877,100053,200008,2,2024-10-04,2024-10-08,Credit Card,Rep_Mariam,0.05,608.0
30000878,100036,200003,3,2025-01-12,2025-01-16,Bank Transfer,Rep_Ahmed,0.05,513.0
30000879,100073,200010,3,2024-09-20,2024-09-25,Mobile Wallet,Rep_Ahmed,0.05,342.0
30000880,100084,200002,2,2025-06-08,2025-06-11,Mobile Wallet,Rep_Mariam,0.0,2398.0
30000881,100029,200004,4,2025-03-29,2025-04-02,Credit Card,Rep_Sara,0.0,920.0
30000882,100068,200003,2,2025-02-09,2025-02-16,Mobile Wallet,Rep_Ahmed,0.1,324.0
30000883,100072,200010,1,2025-04-07,2025-04-08,Cash,Rep_Sara,0.05,114.0
30000884,100078,200010,1,2025-09-12,2025-09-17,Cash,Rep_Mariam,0.05,114.0
30000885,100038,200008,4,2025-07-23,2025-07-29,Cash,Rep_Omar,0.05,1216.0
30000886,100014,200009,4,2025-03-28,2025-04-01,Credit Card,Rep_Omar,0.0,640.0
30000887,100047,200006,4,2025-08-15,2025-08-16,Credit Card,Rep_Sara,0.0,3996.0
30000888,100021,200001,5,2025-08-07,2025-08-09,Cash,Rep_Mariam,0.0,6495.0
30000889,100029,200007,5,2025-02-25,2025-03-04,Bank Transfer,Rep_Omar,0.0,325.0
30000890,100029,200006,1,2025-07-03,2025-07-10,Cash,Rep_Mariam,0.05,949.05
30000891,100099,200004,3,2025-05-08,2025-05-14,Cash,Rep_Mariam,0.0,690.0
30000892,100024,200004,5,2025-03-31,2025-04-03,Bank Transfer,Rep_Sara,0.1,1035.0
30000893,100039,200001,2,2025-04-06,2025-04-09,Bank Transfer,Rep_Sara,0.1,2338.2
30000894,100072,200002,4,2024-10-07,2024-10-10,Bank Transfer,Rep_Sara,0.0,4796.0
30000895,100001,200005,3,2025-07-31,2025-08-06,Cash,Rep_Mariam,0.0,147.0
30000896,100084,200004,2,2025-01-01,2025-01-02,Credit Card,Rep_Sara,0.1,414.0
30000897,100038,200002,5,2025-08-22,2025-08-29,Cash,Rep_Ahmed,0.1,5395.5
30000898,100064,200002,3,2025-06-01,2025-06-05,Credit Card,Rep_Mariam,0.0,3597.0
30000899,100085,200002,4,2025-04-05,2025-04-12,Cash,Rep_Omar,0.05,4556.2
30000900,100073,200006,3,2024-12-24,2024-12-30,Mobile Wallet,Rep_Sara,0.0,2997.0
30000901,100013,200001,4,2025-09-09,2025-09-16,Bank Transfer,Rep_Mariam,0.05,4936.2
30000902,100029,200010,5,2024-11-17,2024-11-18,Mobile Wallet,Rep_Mariam,0.05,570.0
30000903,100085,200008,2,2025-03-13,2025-03-17,Credit Card,Rep_Ahmed,0.05,608.0
30000904,100046,200009,4,2025-01-23,2025-01-30,Bank Transfer,Rep_Ahmed,0.1,576.0
30000905,100008,200002,3,2025-06-27,2025-07-02,Cash,Rep_Ahmed,0.1,3237.3
30000906,100021,200003,1,2025-01-19,2025-01-26,Cash,Rep_Ahmed,0.05,171.0
30000907,100033,200008,1,2025-03-27,2025-03-29,Cash,Rep_Mariam,0.0,320.0
30000908,100002,200005,2,2025-06-03,2025-06-04,Credit Card,Rep_Ahmed,0.05,93.1
30000909,100040,200001,4,2024-10-08,2024-10-15,Credit Card,Rep_Ahmed,0.0,5196.0
30000910,100086,200010,2,2025-01-02,2025-01-06,Credit Card,Rep_Ahmed,0.1,216.0
30000911,100022,200007,5,2025-07-23,2025-07-29,Mobile Wallet,Rep_Ahmed,0.0,325.0
30000912,100055,200001,2,2025-06-19,2025-06-22,Cash,Rep_Ahmed,0.05,2468.1
30000913,100061,200009,4,2024-10-21,2024-10-24,Cash,Rep_Sara,0.05,608.0
30000914,100012,200004,2,2025-01-09,2025-01-11,Mobile Wallet,Rep_Mariam,0.0,460.0
30000915,100013,200009,2,2024-09-21,2024-09-27,Cash,Rep_Mariam,0.0,320.0
30000916,100022,200001,2,2025-03-06,2025-03-13,Credit Card,Rep_Omar,0.1,2338.2
30000917,100083,200010,3,2025-02-01,2025-02-07,Credit Card,Rep_Omar,0.0,360.0
30000918,100045,200008,3,2024-10-28,2024-10-30,Credit Card,Rep_Ahmed,0.05,912.0
30000919,100084,200006,4,2024-12-10,2024-12-15,Bank Transfer,Rep_Sara,0.0,3996.0
30000920,100050,200004,5,2024-12-11,2024-12-17,Bank Transfer,Rep_Ahmed,0.0,1150.0
30000921,100022,200007,1,2025-08-27,2025-09-02,Bank Transfer,Rep_Omar,0.0,65.0
30000922,100052,200001,1,2025-07-30,2025-07-31,Mobile Wallet,Rep_Omar,0.0,1299.0
30000923,100042,200002,3,2025-03-03,2025-03-08,Cash,Rep_Sara,0.0,3597.0
30000924,100074,200001,3,2025-06-26,2025-06-27,Credit Card,Rep_Ahmed,0.1,3507.3
30000925,100052,200008,1,2024-10-06,2024-10-09,Cash,Rep_Omar,0.1,288.0
30000926,100079,200004,5,2025-09-04,2025-09-05,Bank Transfer,Rep_Mariam,0.05,1092.5
30000927,100100,200010,4,2025-06-11,2025-06-18,Bank Transfer,Rep_Omar,0.05,456.0
30000928,100016,200010,4,2025-08-31,2025-09-03,Bank Transfer,Rep_Ahmed,0.0,480.0
30000929,100088,200010,1,2024-09-16,2024-09-21,Mobile Wallet,Rep_Omar,0.0,120.0
30000930,100085,200001,1,2025-07-10,2025-07-11,Bank Transfer,Rep_Sara,0.1,1169.1
30000931,100003,200003,1,2025-06-19,2025-06-21,Cash,Rep_Sara,0.1,162.0
30000932,100055,200005,1,2025-03-25,2025-03-27,Mobile Wallet,Rep_Omar,0.0,49.0
30000933,100026,200005,5,2024-10-09,2024-10-11,Bank Transfer,Rep_Ahmed,0.0,245.0
30000934,100074,200001,4,2025-07-07,2025-07-12,Cash,Rep_Mariam,0.1,4676.4
30000935,100053,200002,4,2025-04-27,2025-05-01,Cash,Rep_Ahmed,0.0,4796.0
30000936,100086,200003,3,2025-07-09,2025-07-13,Mobile Wallet,Rep_Ahmed,0.0,540.0
30000937,100065,200004,1,2025-07-21,2025-07-26,Cash,Rep_Omar,0.0,230.0
30000938,100044,200010,1,2025-08-08,2025-08-09,Cash,Rep_Mariam,0.1,108.0
30000939,100013,200009,2,2025-04-16,2025-04-19,Credit Card,Rep_Omar,0.0,320.0
30000940,100015,200004,3,2025-09-11,2025-09-13,Credit Card,Rep_Omar,0.0,690.0
30000941,100018,200004,5,2025-06-14,2025-06-17,Credit Card,Rep_Omar,0.05,1092.5
30000942,100057,200009,1,2024-09-16,2024-09-18,Cash,Rep_Sara,0.0,160.0
30000943,100002,200006,1,2024-09-19,2024-09-21,Bank Transfer,Rep_Sara,0.05,949.05
30000944,100083,200005,5,2025-06-15,2025-06-19,Bank Transfer,Rep_Omar,0.1,220.5
30000945,100077,200004,5,2025-05-24,2025-05-27,Credit Card,Rep_Omar,0.0,1150.0
30000946,100047,200006,3,2024-10-08,2024-10-14,Bank Transfer,Rep_Ahmed,0.0,2997.0
30000947,100097,200002,5,2024-11-18,2024-11-23,Bank Transfer,Rep_Ahmed,0.1,5395.5
30000948,100073,200008,1,2025-04-25,2025-05-01,Mobile Wallet,Rep_Sara,0.05,304.0
30000949,100072,200004,5,2024-10-11,2024-10-18,Mobile Wallet,Rep_Mariam,0.0,1150.0
30000950,100012,200009,1,2025-01-29,2025-02-02,Mobile Wallet,Rep_Ahmed,0.0,160.0
30000951,100005,200003,3,2025-02-17,2025-02-18,Credit Card,Rep_Sara,0.05,513.0
30000952,100042,200002,1,2025-06-09,2025-06-10,Cash,Rep_Sara,0.1,1079.1
30000953,100033,200005,4,2024-12-16,2024-12-23,Mobile Wallet,Rep_Omar,0.1,176.4
30000954,100040,200003,2,2025-07-21,2025-07-27,Credit Card,Rep_Mariam,0.0,360.0
30000955,100067,200008,3,2024-11-08,2024-11-09,Bank Transfer,Rep_Omar,0.1,864.0
30000956,100067,200004,5,2025-01-04,2025-01-10,Mobile Wallet,Rep_Ahmed,0.0,1150.0
30000957,100082,200004,2,2025-07-13,2025-07-20,Mobile Wallet,Rep_Omar,0.05,437.0
30000958,100092,200010,3,2025-03-31,2025-04-05,Cash,Rep_Omar,0.1,324.0
30000959,100013,200004,5,2025-01-29,2025-02-01,Cash,Rep_Sara,0.05,1092.5
30000960,100014,200008,3,2025-04-01,2025-04-05,Bank Transfer,Rep_Ahmed,0.0,960.0
30000961,100029,200007,4,2024-12-15,2024-12-22,Cash,Rep_Mariam,0.0,260.0
30000962,100067,200009,2,2025-03-21,2025-03-27,Credit Card,Rep_Mariam,0.0,320.0
30000963,100068,200010,2,2024-10-08,2024-10-09,Bank Transfer,Rep_Sara,0.05,228.0
30000964,100047,200009,4,2025-02-26,2025-03-01,Cash,Rep_Mariam,0.05,608.0
30000965,100038,200010,3,2024-10-24,2024-10-31,Mobile Wallet,Rep_Ahmed,0.05,342.0
30000966,100028,200001,5,2024-11-09,2024-11-14,Credit Card,Rep_Sara,0.1,5845.5
30000967,100083,200008,5,2025-01-09,2025-01-13,Cash,Rep_Mariam,0.0,1600.0
30000968,100091,200005,3,2025-02-18,2025-02-20,Mobile Wallet,Rep_Mariam,0.0,147.0
30000969,100094,200002,4,2025-02-14,2025-02-21,Bank Transfer,Rep_Mariam,0.0,4796.0
30000970,100041,200009,4,2024-09-17,2024-09-19,Bank Transfer,Rep_Omar,0.1,576.0
30000971,100038,200002,4,2024-11-14,2024-11-15,Bank Transfer,Rep_Omar,0.0,4796.0
30000972,100047,200001,4,2025-08-15,2025-08-20,Bank Transfer,Rep_Mariam,0.1,4676.4
30000973,100004,200005,3,2024-12-27,2024-12-28,Cash,Rep_Ahmed,0.0,147.0
30000974,100076,200001,1,2025-02-21,2025-02-25,Mobile Wallet,Rep_Omar,0.0,1299.0
30000975,100079,200010,1,2025-07-17,2025-07-24,Cash,Rep_Sara,0.1,108.0
30000976,100025,200003,1,2025-08-15,2025-08-20,Cash,Rep_Ahmed,0.05,171.0
30000977,100047,200006,1,2025-04-20,2025-04-26,Bank Transfer,Rep_Omar,0.0,999.0
30000978,100079,200008,5,2024-11-04,2024-11-07,Bank Transfer,Rep_Mariam,0.0,1600.0
30000979,100007,200005,1,2024-12-02,2024-12-06,Bank Transfer,Rep_Mariam,0.0,49.0
30000980,100080,200008,4,2025-09-11,2025-09-18,Credit Card,Rep_Sara,0.0,1280.0
30000981,100064,200004,2,2024-12-11,2024-12-12,Credit Card,Rep_Ahmed,0.05,437.0
30000982,100068,200007,1,2025-03-26,2025-04-02,Cash,Rep_Mariam,0.0,65.0
30000983,100090,200008,3,2025-01-16,2025-01-20,Bank Transfer,Rep_Sara,0.0,960.0
30000984,100063,200010,1,2025-06-15,2025-06-17,Mobile Wallet,Rep_Ahmed,0.0,120.0
30000985,100085,200003,2,2025-03-01,2025-03-08,Credit Card,Rep_Mariam,0.05,342.0
30000986,100081,200010,2,2025-05-10,2025-05-13,Bank Transfer,Rep_Ahmed,0.1,216.0
30000987,100083,200005,4,2025-07-31,2025-08-07,Credit Card,Rep_Ahmed,0.1,176.4
30000988,100099,200003,2,2025-01-01,2025-01-06,Bank Transfer,Rep_Sara,0.1,324.0
30000989,100033,200009,4,2025-07-04,2025-07-07,Credit Card,Rep_Omar,0.0,640.0
30000990,100099,200005,5,2025-05-14,2025-05-15,Bank Transfer,Rep_Sara,0.1,220.5
30000991,100066,200002,1,2024-11-14,2024-11-15,Mobile Wallet,Rep_Omar,0.05,1139.05
30000992,100014,200001,4,2025-04-10,2025-04-13,Bank Transfer,Rep_Ahmed,0.1,4676.4
30000993,100045,200006,4,2025-02-15,2025-02-18,Bank Transfer,Rep_Omar,0.0,3996.0
30000994,100097,200010,2,2025-02-19,2025-02-22,Bank Transfer,Rep_Sara,0.1,216.0
30000995,100034,200008,2,2025-06-08,2025-06-11,Cash,Rep_Ahmed,0.0,640.0
30000996,100099,200002,3,2025-03-27,2025-04-03,Bank Transfer,Rep_Sara,0.0,3597.0
30000997,100098,200003,1,2025-03-13,2025-03-16,Mobile Wallet,Rep_Mariam,0.05,171.0
30000998,100068,200005,5,2025-04-30,2025-05-06,Cash,Rep_Mariam,0.05,232.75
30000999,100073,200009,5,2024-10-15,2024-10-21,Bank Transfer,Rep_Ahmed,0.05,760.0
30001000,100090,200009,2,2024-10-10,2024-10-14,Mobile Wallet,Rep_Mariam,0.0,320.0
30001001,100049,200003,1,2024-10-14,2024-10-15,Credit Card,Rep_Sara,0.05,171.0
30001002,100056,200004,5,2024-12-24,2024-12-30,Bank Transfer,Rep_Omar,0.1,1035.0
30001003,100083,200007,4,2024-09-22,2024-09-26,Credit Card,Rep_Omar,0.05,247.0
30001004,100091,200005,2,2025-04-10,2025-04-16,Mobile Wallet,Rep_Mariam,0.0,98.0
30001005,100020,200010,2,2024-09-23,2024-09-29,Credit Card,Rep_Sara,0.05,228.0
30001006,100092,200004,2,2025-07-29,2025-08-04,Cash,Rep_Sara,0.05,437.0
30001007,100021,200005,3,2024-11-04,2024-11-08,Bank Transfer,Rep_Omar,0.1,132.3
30001008,100098,200001,5,2025-03-26,2025-04-01,Cash,Rep_Omar,0.05,6170.25
30001009,100013,200008,2,2025-06-23,2025-06-28,Credit Card,Rep_Ahmed,0.0,640.0
30001010,100087,200002,5,2024-10-24,2024-10-30,Cash,Rep_Ahmed,0.1,5395.5
30001011,100049,200004,1,2025-09-11,2025-09-16,Bank Transfer,Rep_Sara,0.1,207.0
30001012,100097,200010,3,2024-12-10,2024-12-11,Mobile Wallet,Rep_Ahmed,0.0,360.0
30001013,100030,200010,1,2024-12-17,2024-12-19,Credit Card,Rep_Ahmed,0.1,108.0
30001014,100100,200001,2,2025-04-12,2025-04-15,Credit Card,Rep_Omar,0.1,2338.2
30001015,100082,200005,1,2024-12-07,2024-12-09,Cash,Rep_Ahmed,0.0,49.0
30001016,100013,200002,2,2025-05-06,2025-05-12,Mobile Wallet,Rep_Mariam,0.05,2278.1
30001017,100013,200001,2,2025-02-03,2025-02-05,Credit Card,Rep_Sara,0.1,2338.2
30001018,100026,200006,1,2025-02-18,2025-02-20,Cash,Rep_Ahmed,0.1,899.1
30001019,100096,200010,3,2025-08-17,2025-08-18,Bank Transfer,Rep_Mariam,0.1,324.0
30001020,100098,200007,4,2024-10-15,2024-10-16,Cash,Rep_Ahmed,0.1,234.0
30001021,100063,200005,1,2025-08-24,2025-08-29,Cash,Rep_Mariam,0.1,44.1
30001022,100073,200004,4,2025-08-31,2025-09-06,Credit Card,Rep_Mariam,0.1,828.0
30001023,100053,200002,5,2024-09-25,2024-09-26,Credit Card,Rep_Sara,0.0,5995.0
30001024,100067,200003,3,2025-02-19,2025-02-26,Cash,Rep_Sara,0.1,486.0
30001025,100072,200002,2,2025-07-18,2025-07-22,Mobile Wallet,Rep_Mariam,0.05,2278.1
30001026,100013,200009,4,2025-09-09,2025-09-12,Mobile Wallet,Rep_Omar,0.1,576.0
30001027,100080,200010,5,2025-03-08,2025-03-15,Mobile Wallet,Rep_Omar,0.1,540.0
30001028,100092,200005,3,2025-07-27,2025-08-01,Mobile Wallet,Rep_Ahmed,0.05,139.65
30001029,100045,200003,1,2025-07-10,2025-07-17,Mobile Wallet,Rep_Sara,0.0,180.0
30001030,100100,200006,2,2025-01-11,2025-01-16,Bank Transfer,Rep_Ahmed,0.0,1998.0
30001031,100052,200002,1,2024-10-09,2024-10-15,Bank Transfer,Rep_Ahmed,0.05,1139.05
